food_code,food_name,food_name_eng,food_name_sci,food_group_code,food_group_name,food_subgroup_code,food_subgroup_name,food_subsubgroup_code,food_subsubgroup_name,source_file,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
8110,Preserved duck,Preserved duck,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1140.0,273.0,1140.0,273.0,49.7,25.7,25.7,0.15,18.8,0.14,0.1,,0.1,0.1,0.1,0.1,0.5,0.4,0.0,2.11,0.0,0.0,7.26,8.89,1.78,0.005,0.005,0.005,0.005,0.005,0.071,2.49,2.13,3.27,1.17,0.034,0.37,,,132.0,1.44,5.3,,0.05,2.7,17.0,18.8,0.05,179.0,241.0,28.0,568.0,5.7,21.0,15.0,1.8,0.46,,,0.5,0.056,0.34,7.1,0.74,0.3,10.0,2.95
8111,"Duck breast fillet, smoked","Duck breast fillet, smoked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1510.0,364.0,1510.0,364.0,,21.9,21.9,0.55,30.5,0.55,,,,,,,,0.0,0.0,5.63,0.0,0.0,11.3,,,,,,,,,,,,,,,,,,3.28,,,,,,,,,,,1310.0,,,,,,,,,,,,,,,
8321,"Foie gras, duck's liver, whole, cooked","Foie gras, duck's liver, whole, cooked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,2200.0,535.0,2200.0,535.0,35.1,8.41,8.41,2.32,54.6,1.71,0.15,,0.52,0.15,0.15,0.17,,0.35,0.0,1.53,0.0,0.0,23.0,29.6,0.86,,,,,,,,,,0.61,0.06,,,,1040.0,1.11,5.68,,0.91,4.13,,9.33,0.11,,135.0,12.3,440.0,1.19,5400.0,,0.2,,,,31.0,,,,,0.3,,15.0
8323,"Foie gras, duck's liver, without pieces","Foie gras, duck's liver, without pieces",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1980.0,482.0,1980.0,482.0,40.8,5.75,5.75,2.1,50.0,1.47,,,,,,,0.0,0.35,0.0,2.06,0.0,0.0,19.7,26.6,0.73,,,,,,,,,,,,,,,395.0,1.14,1.7,798.0,0.8,5.2,2.0,8.4,0.1,109.0,130.0,,457.0,1.2,1430.0,0.0,2.75,2.4,,,14.7,0.1,0.57,5.8,2.15,0.95,142.0,4.55
8324,"Foie gras, duck's liver, 30% pieces","Foie gras, duck's liver, 30% pieces",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,2010.0,489.0,2010.0,489.0,39.1,6.88,6.88,2.43,50.1,1.41,0.15,,0.6,,0.15,0.15,,0.0,0.0,1.67,0.0,0.0,21.6,27.1,0.76,0.025,0.025,0.025,0.025,0.025,0.41,13.2,7.94,,0.61,0.053,,,,,1.29,,,,2.1,,,,,,,514.0,,,,,,,,,,,,,,,
8325,"Foie gras, duck's liver, 50% pieces","Foie gras, duck's liver, 50% pieces",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1970.0,479.0,1970.0,479.0,38.5,6.39,6.39,2.0,49.5,1.2,,,,,,,,0.0,0.0,1.38,0.0,0.0,20.2,26.4,0.55,,,,,,,,,,,,,,,,1.29,,,,2.1,,,,,,,516.0,,,,,,,,,,,,,,,
8328,"Foie gras, duck, raw","Foie gras, duck, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,2470.0,600.0,2470.0,600.0,,5.94,5.94,1.41,63.4,1.14,,,,,,,,0.0,0.0,0.54,0.0,0.0,28.1,,,,,,,,,,,,,,,,,,0.52,10.0,,,6.4,,,,,,,385.0,,,,,,,,,,,,,,,
8331,"Foie gras, block (average)","Foie gras, block (average)",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,2010.0,489.0,2010.0,489.0,39.1,6.88,6.88,2.43,50.1,1.41,0.15,,0.6,,0.15,0.15,,0.0,0.0,1.67,0.0,0.0,21.6,27.1,0.76,0.025,0.025,0.025,0.025,0.025,0.41,13.2,7.94,,0.61,0.053,,,,,1.29,,,,2.1,,,,,,,514.0,,,,,,,,,,,,,,,
8350,Galantine (average),Galantine (average),,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1150.0,279.0,1150.0,279.0,57.0,15.2,15.2,1.57,23.4,0.85,,,,0.0,,,,0.67,0.0,2.97,0.0,0.0,9.78,10.7,2.87,0.025,0.025,0.025,0.023,0.023,0.32,5.53,2.96,,,0.18,,,,,2.04,9.0,1240.0,,2.3,7.0,9.0,,174.0,230.0,,783.0,,,,,,,,5.0,0.16,0.22,2.6,,,,
8373,Rolled escalope of pork with pistachios,Rolled escalope of pork with pistachios,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1070.0,258.0,1070.0,258.0,54.5,17.7,17.7,0.7,20.2,0.7,,,,,,,,1.2,0.0,2.5,0.0,0.0,7.8,,,,,,,,,,,,,,,,,,2.5,,1560.0,,,,,,,,,,,,,,,,,,,,,,,,
8380,"Egg in aspic, w ham","Egg in aspic, w ham",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,,,,,81.9,11.5,11.5,,4.7,,,,,,,,,,0.0,1.6,0.0,0.0,,,,,,,,,,,,,,,,,,,1.35,26.2,,,1.0,,7.1,,,113.0,,541.0,0.8,,,,,,,,,,,,,,
8395,"Ham, in a pastry crusty","Ham, in a pastry crusty",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,810.0,193.0,810.0,193.0,52.2,14.1,14.1,17.8,7.0,2.3,,,,,,,13.2,1.1,0.0,3.11,0.0,0.0,2.38,3.66,0.63,,,,,,,,,,,,,,,48.4,2.11,21.3,,0.063,0.96,6.12,19.5,0.052,148.0,280.0,6.72,727.0,1.28,,34.5,0.46,1.03,,,7.21,0.5,0.16,3.34,0.38,0.23,4.14,0.52
8400,Head-cheese pâté or brawn,Head-cheese pâté or brawn,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,720.0,173.0,720.0,173.0,67.7,14.1,14.1,0.2,12.9,0.0,,,,,,,0.0,0.0,0.0,2.08,0.0,0.0,4.37,6.2,1.44,0.025,0.025,0.025,0.012,0.012,0.17,2.86,1.28,6.2,1.28,0.091,0.0,0.0,0.0,61.0,1.91,13.1,0.26,0.11,1.23,2.1,9.0,0.02,80.0,69.0,7.4,754.0,1.24,0.0,0.0,0.9,0.17,3.4,,0.0,0.26,0.11,0.77,0.9,0.14,2.5,0.78
8406,Pork snout in salad dressing sauce,Pork snout in salad dressing sauce,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,766.0,185.0,766.0,185.0,74.7,8.22,8.22,1.02,16.3,0.62,0.23,,0.28,0.1,0.1,0.1,,0.55,0.0,2.15,0.0,0.0,4.0,9.88,,,,,0.013,0.013,0.12,2.27,1.11,8.01,3.73,0.24,0.055,,,587.0,1.75,14.7,,,1.4,,7.8,,,97.0,,700.0,1.6,,,,,,,,,,,,,,
8450,Ox muzzle,Ox muzzle,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,637.0,151.0,637.0,151.0,66.1,26.2,26.2,0.0,5.17,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,Chitterling sausage,Chitterling sausage,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,878.0,211.0,878.0,211.0,60.5,18.4,18.4,0.3,15.1,,,,,,,,,0.0,0.0,2.55,0.0,0.0,,,,,,,,,,,,,,,,,,,2.08,,1730.0,,,2.0,,,,,,820.0,,,,,,,,,,,,,,,
8501,Chitterling sausage from Guéméné,Chitterling sausage from Guéméné,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,972.0,234.0,972.0,234.0,,18.0,18.0,0.0,18.0,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8504,"Chitterling sausage, pan-reheated","Chitterling sausage, pan-reheated",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1120.0,271.0,1120.0,271.0,55.5,22.5,22.5,0.0,20.0,0.1,,,,,,,0.5,0.5,0.0,3.35,0.0,0.0,9.29,7.68,2.06,0.0095,0.0095,0.0095,0.023,0.029,0.3,4.88,3.79,7.25,1.37,0.087,0.43,,,330.0,2.82,18.0,,0.2,2.4,24.0,12.2,0.05,150.0,104.0,24.0,1130.0,3.4,11.0,16.0,0.25,0.48,,,0.5,0.056,0.28,1.55,0.48,0.12,10.0,1.35
8512,Chitterling sausage from Vire,Chitterling sausage from Vire,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,989.0,238.0,989.0,238.0,,19.0,19.0,0.0,18.0,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,"Chitterling sausage, raw","Chitterling sausage, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,946.0,227.0,946.0,227.0,63.0,18.8,18.8,1.0,16.3,0.25,,,,,,,0.33,0.71,0.0,1.76,0.0,0.0,6.94,6.22,1.72,,,,0.014,0.02,0.22,3.84,2.71,,1.26,0.12,,,,284.0,1.46,34.1,,0.28,1.67,2.0,12.5,0.16,112.0,55.6,18.3,584.0,2.6,,0.0,0.125,0.39,,,,0.028,0.15,0.81,,0.05,1.2,0.49
8551,"Chitterling sausage, sautéed/pan-fried","Chitterling sausage, sautéed/pan-fried",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1260.0,303.0,1260.0,303.0,48.7,24.5,24.5,1.0,22.3,0.1,,,,,,,0.5,0.5,0.0,3.48,0.0,0.0,11.1,8.37,2.85,0.01,0.01,0.01,0.01,0.01,0.58,6.84,3.5,7.76,2.27,0.2,0.25,,,344.0,2.73,35.6,,0.2,2.3,15.0,9.6,0.05,98.3,64.0,19.0,1090.0,4.3,52.0,15.0,0.25,0.41,,,0.5,0.035,0.15,0.96,0.24,0.09,10.0,0.91
8552,"Chitterling sausage from Troyes, raw","Chitterling sausage from Troyes, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1050.0,254.0,1050.0,254.0,59.9,19.7,19.7,0.5,19.0,0.25,,,,,,,,0.9,0.0,2.4,0.0,0.0,7.91,6.93,2.3,,,,0.02,0.02,0.26,4.44,3.08,,1.75,0.12,,,,310.0,1.97,26.1,,0.2,2.8,,9.4,0.1,110.0,58.4,22.0,830.0,2.6,,,0.125,0.55,,,,0.02,,0.8,,0.05,1.0,0.5
8703,"Black pudding (blood sausage), refrigerated","Black pudding (blood sausage), refrigerated",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1300.0,313.0,1300.0,313.0,56.0,12.2,12.2,4.5,27.1,1.12,,,,0.8,,,0.56,1.42,0.0,1.85,0.0,0.0,9.57,10.9,3.5,0.06,0.05,0.03,0.038,0.04,0.36,5.78,3.15,,2.92,0.22,,,,82.5,1.29,22.4,,0.3,17.4,5.0,6.84,0.1,137.0,162.0,8.0,574.0,0.37,,,0.125,0.12,,,,0.034,0.13,0.41,,0.05,2.22,0.19
8704,"Black pudding (blood sausage), sautéed/pan-fried","Black pudding (blood sausage), sautéed/pan-fried",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1020.0,246.0,1020.0,246.0,61.8,11.9,11.9,3.78,20.3,2.86,0.82,0.05,0.88,0.14,0.05,1.02,0.5,0.0,0.0,1.92,0.0,0.27,7.46,9.13,2.72,0.005,0.005,0.005,0.02,0.02,0.27,4.59,2.44,7.87,2.19,0.29,0.04,0.005,0.005,73.8,1.31,27.2,1150.0,0.05,22.8,40.0,8.5,0.05,27.2,155.0,11.0,525.0,0.7,7.0,40.0,0.75,0.13,0.0,,0.0,0.052,0.062,0.53,0.08,0.094,25.4,0.2
8705,"Black or white pudding (blood sausage), sautéed (average)","Black or white pudding (blood sausage), sautéed (average)",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1020.0,246.0,1020.0,246.0,61.3,11.3,11.3,4.02,19.4,2.6,0.82,0.05,0.88,0.14,0.05,1.02,0.5,0.0,0.0,2.01,0.0,0.19,7.2,8.96,2.72,0.005,0.0076,0.0056,0.022,0.024,0.28,4.45,2.22,7.93,2.1,0.24,0.037,0.005,0.0091,70.1,1.41,32.2,834.0,0.05,16.1,38.5,9.22,0.05,59.0,157.0,8.46,564.0,0.76,9.09,28.0,0.71,0.23,0.0,,0.075,0.084,0.085,0.93,0.17,0.097,24.0,0.3
8742,Caribbean blood sausage,Caribbean blood sausage,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,,,,,63.9,11.5,11.5,9.2,16.5,5.1,,,,,,,,,0.0,1.95,0.0,0.0,6.9,,,,,,,,,,,,,,,,,,1.22,,,,,,,,,,,544.0,,,,,,,,,,,,,,,
8800,"White saussage (white pudding), sautéed","White saussage (white pudding), sautéed",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,,,,,60.1,9.89,9.89,4.6,17.1,2.0,,,,,,,,,0.0,2.23,0.0,0.0,6.6,8.56,,,0.014,0.0069,0.028,0.033,0.32,4.11,1.71,8.06,1.89,0.11,0.031,,0.019,61.4,1.64,43.8,85.0,0.05,0.45,35.1,10.9,0.05,134.0,160.0,2.5,655.0,0.9,14.0,0.0,0.61,0.46,,,0.25,0.16,0.14,1.87,0.38,0.11,20.7,0.54
8801,"White saussage (white pudding), refrigerated","White saussage (white pudding), refrigerated",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,,,,,64.2,10.0,10.0,,21.0,3.64,,,,,,,,,0.0,2.01,0.0,0.0,7.89,9.61,2.54,,,,,,,,,,,,,,,,1.42,,,,,,,,,,,523.0,,,,,,,,,,,,,,,
8803,"White pudding, truffled, raw","White pudding, truffled, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,944.0,227.0,944.0,227.0,58.8,11.3,11.3,4.8,17.8,1.7,,,,,,,,1.4,0.0,1.69,0.0,0.0,7.4,,,,,,,,,,,,,,,,,,1.48,54.0,,,1.9,,15.1,,,142.0,,711.0,1.3,,,,,,,,,,,,,,
25610,Ox muzzle in salad dressing sauce,Ox muzzle in salad dressing sauce,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,694.0,167.0,694.0,167.0,,11.3,11.3,1.0,13.1,0.5,,,,,,,,0.0,0.0,1.59,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,634.0,,,,,,,,,,,,,,,
28501,"Lardoons, raw","Lardoons, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1120.0,270.0,1120.0,270.0,56.9,16.6,16.6,1.01,22.1,0.78,0.075,,0.78,0.075,0.075,0.075,,0.38,0.0,4.15,0.0,0.0,7.91,10.4,2.74,,,0.12,0.018,0.019,0.28,4.89,2.58,8.68,2.22,0.18,0.068,0.0,0.004,60.7,2.72,10.0,,0.35,0.42,0.7,15.6,0.1,147.0,540.0,5.77,1130.0,1.67,0.0,,0.75,0.3,0.0,,0.8,0.42,0.16,4.87,0.4,0.21,1.0,0.38
28502,"Pork belly, smoked, raw","Pork belly, smoked, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1250.0,303.0,1250.0,303.0,53.9,15.6,15.6,0.79,26.1,0.75,0.15,,0.39,0.15,0.15,0.15,,1.0,0.0,4.18,0.0,0.0,9.39,12.1,3.16,,,,,0.025,0.36,6.56,2.34,10.2,2.61,0.21,0.079,0.0,0.0,,2.41,,,,,,,,,,,956.0,,,,,,,,,,,,,,,
28503,Bresaola,Bresaola,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,697.0,165.0,697.0,165.0,57.1,31.6,31.6,0.0,4.3,0.0,,,,,,,0.0,0.0,0.0,4.66,0.0,0.0,2.04,1.91,0.15,,,,,,,,,,,,,,,65.0,3.46,35.0,,,7.1,,,,200.0,323.0,,1390.0,4.1,,0.0,0.5,0.13,,,0.0,0.12,0.6,2.4,,0.53,19.0,
28504,"Lardoons, cooked","Lardoons, cooked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1340.0,324.0,1340.0,324.0,48.2,23.8,23.8,2.0,24.5,,,,,,,,0.0,0.0,0.0,4.56,0.0,0.0,12.6,8.12,2.6,0.012,0.012,0.012,0.023,0.029,0.38,6.22,3.08,8.12,2.41,0.024,0.12,,,80.6,3.8,7.5,,0.05,0.5,12.0,22.0,0.05,156.0,572.0,12.0,1650.0,2.1,1.0,2.0,0.25,0.24,,,,0.59,0.16,6.9,0.8,0.42,8.0,0.67
28505,"Corned-beef, canned","Corned-beef, canned",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,787.0,188.0,787.0,188.0,63.4,23.1,23.1,0.05,10.5,0.1,,,,,,,,0.75,0.0,2.47,0.0,0.0,4.54,5.29,0.45,0.0025,0.0025,0.0025,0.046,0.033,0.31,2.43,1.71,3.61,0.24,0.05,,0.0,0.0025,75.5,1.95,14.5,665.0,0.064,2.24,,14.0,0.014,111.0,244.0,,781.0,3.57,0.0,0.0,0.2,0.15,1.6,,0.0,0.055,0.19,3.32,0.63,0.13,9.0,1.62
28530,Pork ear sat-cured,Pork ear sat-cured,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,951.0,228.0,951.0,228.0,61.3,22.5,22.5,0.6,15.1,,,,,,,,,0.0,0.0,0.6,0.0,0.0,5.39,6.86,1.61,0.0,0.0,0.0,0.0,0.01,0.2,3.38,1.8,,,,,0.0,0.0,82.0,0.48,21.0,,0.006,2.4,,7.0,0.012,41.0,55.0,,191.0,0.19,0.0,,,,,,0.0,0.08,0.11,0.78,0.068,0.02,0.0,0.07
28540,Pork trotters salt-cured,Pork trotters salt-cured,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,569.0,137.0,569.0,137.0,75.0,11.6,11.6,0.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.35,0.0,0.0,2.95,5.68,0.78,0.0,0.0,0.0,0.0,0.0,0.12,2.08,0.7,5.16,0.64,0.028,,0.0,0.0,83.0,2.37,32.0,,0.037,0.31,,11.0,0.022,87.0,13.0,,946.0,0.2,11.0,0.0,0.4,0.21,0.0,,0.0,0.006,0.015,0.22,0.26,0.007,1.0,0.21
28550,Pork belly salt-cured,Pork belly salt-cured,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1110.0,268.0,1110.0,268.0,56.5,16.8,16.8,0.75,22.0,0.6,0.15,,0.45,,0.15,0.15,,0.0,0.0,4.61,0.0,0.0,8.3,9.95,2.72,,,,,,,,,,2.59,0.13,,,,,2.0,8.4,3330.0,0.05,0.52,,16.0,0.0,208.0,256.0,,790.0,1.68,0.0,,,0.34,,,,0.85,0.24,10.2,,0.3,2.19,0.83
28720,"Smoked lardoons, raw","Smoked lardoons, raw",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1140.0,275.0,1140.0,275.0,55.7,16.7,16.7,0.96,22.6,0.8,0.1,0.0,0.51,0.075,0.11,0.18,,0.34,0.0,4.29,0.0,0.0,8.0,10.4,2.92,0.025,0.025,0.025,0.02,0.019,0.27,4.84,2.85,8.7,2.38,0.19,0.071,0.0,0.0036,60.1,2.63,18.2,1760.0,0.05,0.6,11.1,23.8,0.05,122.0,596.0,2.5,1100.0,1.2,1.0,0.0,0.48,0.19,0.0,,0.9,0.38,0.11,4.9,0.44,0.25,21.1,0.42
28725,"Smoked lardoons, cooked","Smoked lardoons, cooked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1080.0,261.0,1080.0,261.0,54.6,14.7,14.7,0.8,22.1,0.8,0.1,,0.27,0.1,0.53,0.1,,0.0,0.0,3.78,0.0,0.0,8.25,9.52,2.98,,,,0.021,0.021,0.28,4.88,2.81,8.79,2.63,0.2,,,,55.5,2.59,10.0,,0.054,0.82,,21.0,0.027,296.0,428.0,,1040.0,1.7,0.0,0.0,1.1,0.34,0.0,,0.0,0.43,0.2,6.92,0.52,0.45,4.0,0.78
28860,Viande des Grisons or Bündnerfleisch or dried beef meat,Viande des Grisons or Bündnerfleisch or dried beef meat,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,881.0,209.0,881.0,209.0,49.5,38.9,38.9,1.0,5.47,1.0,,,,,,,,0.0,0.0,5.5,0.0,0.0,2.52,1.25,0.098,,,,,0.0052,0.14,1.47,0.72,1.25,0.087,0.011,,,,91.9,3.83,30.8,2310.0,0.15,1.8,53.8,46.6,0.05,278.0,660.0,9.0,1530.0,5.9,3.0,,0.25,0.005,,,0.25,0.062,0.26,11.8,1.33,0.7,33.9,2.39
28927,"Poultry, minced meat","Poultry, minced meat",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,575.0,137.0,575.0,137.0,,17.7,17.7,3.5,5.68,1.4,,,,,,,,0.63,0.0,1.3,0.0,0.0,1.88,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,550.0,,,,,,,,,,,,,,,
28976,"Salt curing roast poultry, cooked","Salt curing roast poultry, cooked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,464.0,110.0,464.0,110.0,,22.0,22.0,1.28,1.73,0.97,,,,,,,,0.44,0.0,2.0,0.0,0.0,0.55,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,806.0,,,,,,,,,,,,,,,
30315,"Spicy pork sausage with red pepper, no precision","Spicy pork sausage with red pepper, no precision",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1790.0,433.0,1790.0,433.0,34.0,23.5,23.5,3.05,36.1,2.01,,,,,,,,0.93,0.0,4.24,0.0,0.0,14.3,16.3,,,,,0.035,0.037,0.51,8.51,4.25,15.3,5.3,0.29,0.14,,,,4.24,,,,,7.0,,,,,,1690.0,,,663.0,,,,,,,,,,,,
30316,Dry spicy pork sausage with red pepper,Dry spicy pork sausage with red pepper,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1970.0,476.0,1970.0,476.0,28.0,20.9,20.9,2.6,41.9,2.6,0.2,,1.2,1.2,0.1,0.1,0.0,0.0,0.0,5.13,0.0,1.69,16.0,18.1,5.76,0.005,0.005,0.005,0.04,0.04,0.58,9.83,5.3,15.6,4.91,0.35,0.1,0.005,0.005,111.0,3.91,24.0,2480.0,0.11,1.8,30.0,27.0,0.27,220.0,490.0,10.0,1560.0,2.0,10.5,,0.83,2.25,,,,0.39,0.22,6.14,1.24,0.27,51.4,1.11
30317,"Spicy pork sausage with red pepper, in large slices","Spicy pork sausage with red pepper, in large slices",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1340.0,322.0,1340.0,322.0,43.6,22.6,22.6,2.1,23.9,2.1,0.1,,0.8,1.3,0.1,0.1,0.0,0.0,0.0,5.48,0.0,2.63,8.8,10.2,3.79,0.005,0.005,0.005,0.02,0.03,0.33,5.45,2.83,8.79,3.28,0.21,0.07,0.005,0.005,75.0,4.3,28.0,2380.0,0.1,1.4,10.0,30.0,0.23,300.0,650.0,10.0,1720.0,2.7,10.5,,0.73,1.6,,,,0.35,0.21,4.92,1.19,0.32,49.1,0.82
30350,Salami,Salami,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1870.0,451.0,1870.0,451.0,33.2,17.7,17.7,1.05,41.8,0.1,0.1,,0.1,0.1,0.1,0.1,0.05,0.0,0.0,4.71,0.0,0.0,16.2,18.3,5.24,0.005,0.005,0.005,0.03,0.04,0.55,9.78,5.59,15.9,4.4,0.35,0.11,0.005,0.005,95.9,4.05,7.2,2310.0,0.07,1.0,20.0,15.0,0.28,150.0,300.0,10.0,1620.0,1.9,10.5,0.0,0.68,1.26,0.4,9.0,3.61,0.3,0.17,3.52,1.02,0.24,8.54,1.58
30351,"Salami, pure pork","Salami, pure pork",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1660.0,400.0,1660.0,400.0,36.2,22.6,22.6,1.6,33.7,,,,,,,,,0.0,0.0,6.3,0.0,0.0,11.9,16.0,3.74,0.0,0.0,0.0,0.0,0.0,0.52,7.64,3.56,,,,,0.0,0.0,79.0,5.65,13.0,,0.16,1.3,,22.0,0.07,229.0,378.0,,2260.0,4.2,0.0,,,,,,0.0,0.93,0.33,5.6,1.06,0.55,2.0,2.8
