food_code,food_name,food_name_eng,food_name_sci,food_group_code,food_group_name,food_subgroup_code,food_subgroup_name,food_subsubgroup_code,food_subsubgroup_name,source_file,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
30352,"Salami, pork and beef","Salami, pork and beef",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1460.0,351.0,1460.0,351.0,43.2,21.5,21.5,1.56,28.8,0.61,0.0,0.0,0.27,0.0,0.0,0.34,,0.0,0.0,5.02,0.0,0.0,10.4,12.9,3.71,0.0,0.0,0.002,0.048,0.026,0.49,6.33,3.27,11.4,3.11,0.15,,0.004,0.007,98.5,4.37,19.5,,0.23,1.46,,19.5,0.96,192.0,340.0,,1750.0,2.8,11.0,0.0,0.95,0.43,3.2,,0.0,0.38,0.28,6.08,1.11,0.45,3.0,1.34
30366,"Salami, Danish-style","Salami, Danish-style",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1900.0,459.0,1900.0,459.0,36.8,17.0,17.0,1.35,42.9,0.56,,,,,,,,0.0,0.0,4.75,0.0,0.0,15.4,17.8,5.3,,,,,,,,,,,,,,,75.0,4.13,,,,,,,,,,,1650.0,,,,,,,,,,,,,,,
30700,Garlic sausage,Garlic sausage,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1160.0,280.0,1160.0,280.0,57.2,15.0,15.0,1.63,23.6,0.86,,,,0.0,,,,0.63,0.0,3.0,0.0,0.0,9.92,10.7,2.87,0.025,0.025,0.025,0.023,0.023,0.32,5.53,2.96,,,0.18,,,,,2.0,9.0,1220.0,,2.3,7.0,9.0,,174.0,230.0,,783.0,,,,,,,,5.0,0.16,0.22,2.6,,,,
30701,"Cooked sausage, pure pork","Cooked sausage, pure pork",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1330.0,322.0,1330.0,322.0,52.1,13.8,13.8,1.3,29.0,,,,,,,,,0.0,0.0,1.9,0.0,0.0,,,,,,,,,,,,,,,,,,,1.9,,1280.0,,,,,,,,,,,,,,,,,5.0,,,,,,,
30705,Sausage from Paris,Sausage from Paris,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1430.0,346.0,1430.0,346.0,50.6,12.5,12.5,0.6,32.7,0.5,,,,,,,,0.0,0.0,2.23,0.0,0.0,3.5,,,,,,,,,,,,,,,,,,1.73,,1400.0,,,,,,140.0,,,691.0,,,,,,,,,,,,,,,
30706,"Sausage from Paris, smoked","Sausage from Paris, smoked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1190.0,288.0,1190.0,288.0,57.3,13.7,13.7,0.6,25.6,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,
30707,"Sausage in a brioche crust, cooked","Sausage in a brioche crust, cooked",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1290.0,309.0,1290.0,309.0,42.4,14.7,14.7,22.6,17.4,3.8,0.6,,0.5,0.1,0.8,0.2,15.8,2.0,0.0,2.64,0.0,0.0,8.6,6.37,1.58,0.18,0.11,0.065,0.15,0.16,0.65,4.25,1.73,6.01,1.41,0.13,0.031,0.00405,0.016,86.4,1.38,19.0,1230.0,0.09,1.1,10.0,21.0,0.22,160.0,240.0,25.0,550.0,1.7,49.7,,0.25,0.76,0.4,,,0.3,0.14,2.66,1.02,0.18,12.0,0.54
30730,Saveloy or cervelat,Saveloy or cervelat,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1150.0,278.0,1150.0,278.0,61.1,11.9,11.9,1.56,24.8,0.63,0.15,,0.5,0.0,0.15,0.15,,0.4,0.0,2.92,0.0,0.0,9.37,9.91,4.34,,,,0.021,0.025,0.36,6.21,2.75,9.91,3.28,0.27,0.045,,,66.8,1.95,32.6,1340.0,0.11,0.5,37.9,20.4,0.05,197.0,187.0,2.5,763.0,1.0,3.0,0.0,0.25,0.56,,,18.1,0.21,0.11,3.43,0.43,0.17,32.9,0.61
30731,Saveloy or cervelat (from Obernai Alsace),Saveloy or cervelat (from Obernai Alsace),,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1260.0,305.0,1260.0,305.0,,13.0,13.0,1.0,27.5,0.6,,,,,,,,0.6,0.0,2.0,0.0,0.0,11.5,,,,,,,,,,,,,,,,,,2.0,,,,0.5,,,,,,,800.0,,,,,,,,,,,,,,,
30732,"Saveloy or cervelat, pure pork with garlic","Saveloy or cervelat, pure pork with garlic",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1230.0,297.0,1230.0,297.0,55.3,12.5,12.5,0.2,27.4,,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1460.0,,,,,,,,,,,,,,,,,,,,,,,,
30789,Mortadella,Mortadella,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1260.0,305.0,1260.0,305.0,55.1,15.0,15.0,1.4,26.7,0.0,,,,,,,,0.0,0.016,2.97,0.0,0.0,10.6,11.5,,,,,0.025,0.025,0.39,6.42,3.33,11.5,2.32,0.089,0.038,,,72.5,2.13,36.5,1340.0,0.05,0.8,27.8,26.9,0.05,127.0,270.0,2.5,851.0,1.5,7.0,,0.78,0.5,,,,0.33,0.16,4.09,0.52,0.25,31.5,0.68
30790,"Mortadella, pure pork","Mortadella, pure pork",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1230.0,298.0,1230.0,298.0,52.3,14.8,14.8,1.55,25.8,1.0,,,,,,,0.0,0.0,0.016,2.58,0.0,0.0,9.85,11.3,3.48,,,,,,,,,,,,,,,70.0,2.14,19.0,,,1.1,,,,180.0,236.0,,850.0,1.6,,0.0,,0.09,,,0.0,0.19,0.26,3.6,,0.08,4.0,
30791,Pork and beef mortadella,Pork and beef mortadella,,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1230.0,297.0,1230.0,297.0,52.3,16.4,16.4,0.7,25.4,0.0,,,,,,,0.0,0.0,0.0,3.41,0.0,0.0,9.51,11.4,3.12,0.0,0.0,0.0,0.12,0.07,0.51,5.43,3.23,,,,,0.0,0.0,56.0,3.12,18.0,1570.0,0.06,1.4,,11.0,0.03,97.0,163.0,,1250.0,2.1,0.0,0.0,1.0,0.22,1.6,,0.0,0.12,0.15,2.67,0.44,0.13,3.0,1.48
30797,"Mortadella with pistachios, pure pork","Mortadella with pistachios, pure pork",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,1330.0,320.0,1330.0,320.0,53.2,14.4,14.4,1.16,28.2,0.48,,,,,,,,1.97,0.016,2.88,0.0,0.0,11.4,12.1,3.5,,,,,,,,,,,,,,,,2.08,,1460.0,,,,,,,,,822.0,,,,,,,,,,,,,,,
30801,"Horse sausage, cervelas type","Horse sausage, cervelas type",,4,"meat, egg and fish",403,delicatessen meat and similar,40308,other delicatessen,ciqual_2020.csv,,,,,57.6,14.2,14.2,,20.0,1.4,0.1,,0.56,0.84,0.1,0.1,,0.0,0.0,3.23,0.0,0.46,7.1,8.9,2.94,0.005,0.005,0.01,0.02,0.06,0.42,4.56,1.91,7.5,2.12,0.6,0.05,0.005,0.005,48.2,2.46,15.0,1160.0,0.09,1.9,10.0,13.0,0.05,290.0,200.0,10.0,985.0,1.9,10.5,,0.125,0.9,,,,0.059,0.064,2.04,0.41,0.15,6.18,2.18
1030,"Plant-based ham, prepacked","Plant-based ham, prepacked",,4,"meat, egg and fish",403,delicatessen meat and similar,40309,delicatessen alternatives for vegetarian,ciqual_2020.csv,1010.0,242.0,1010.0,242.0,50.2,29.7,29.7,4.13,11.1,0.93,0.11,0.05,0.05,0.05,0.72,0.1,1.5,3.2,0.0,1.86,0.0,0.044,0.89,8.93,0.78,0.005,0.005,0.005,0.005,0.005,0.005,0.51,0.23,8.77,0.74,0.04,0.005,0.005,0.005,,1.62,32.0,969.0,0.26,1.4,10.0,24.0,0.75,87.0,100.0,10.0,646.0,1.8,,2.5,0.125,7.47,0.4,,0.25,0.088,0.098,0.9,0.4,0.027,27.7,
1031,"Plant-based pâté, prepacked","Plant-based pâté, prepacked",,4,"meat, egg and fish",403,delicatessen meat and similar,40309,delicatessen alternatives for vegetarian,ciqual_2020.csv,816.0,197.0,816.0,197.0,66.7,3.56,3.56,9.45,15.4,1.49,0.56,0.05,0.58,0.05,0.05,0.35,7.3,2.96,0.0,1.84,0.0,0.09,4.13,4.82,5.75,0.005,0.02,0.24,0.13,1.07,0.48,1.51,0.52,4.65,5.69,0.06,0.005,0.005,0.005,,1.27,30.0,793.0,0.11,1.3,40.0,23.0,0.33,72.0,170.0,10.0,509.0,0.96,,362.0,0.125,4.87,8.46,,0.25,0.05,0.096,1.31,0.35,0.053,14.7,
20337,Plant-based sausage with tofu (vegan),Plant-based sausage with tofu (vegan),,4,"meat, egg and fish",403,delicatessen meat and similar,40309,delicatessen alternatives for vegetarian,ciqual_2020.csv,963.0,231.0,941.0,226.0,60.4,13.4,14.6,5.69,16.3,0.5,0.05,0.05,0.21,0.05,0.05,0.29,2.4,1.5,0.0,2.59,0.0,0.16,1.95,4.99,8.61,0.005,0.005,0.005,0.005,0.005,0.02,1.21,0.56,4.8,8.24,0.37,0.005,0.005,0.005,,1.68,140.0,1040.0,0.23,2.0,10.0,58.0,0.86,210.0,120.0,10.0,670.0,1.4,,98.2,0.125,7.78,12.8,,0.25,0.042,0.026,0.18,0.19,0.027,17.3,
20338,Plant-based sausage with tofu (not vegan),Plant-based sausage with tofu (not vegan),,4,"meat, egg and fish",403,delicatessen meat and similar,40309,delicatessen alternatives for vegetarian,ciqual_2020.csv,570.0,136.0,552.0,132.0,73.3,11.0,12.1,4.97,7.2,0.97,0.05,0.05,0.31,0.05,0.05,0.66,2.8,1.5,0.0,1.86,0.0,0.15,1.13,1.82,3.87,0.005,0.005,0.005,0.005,0.005,0.01,0.68,0.38,1.73,3.47,0.4,0.005,0.005,0.005,3.28,1.01,120.0,604.0,0.22,1.4,10.0,41.0,0.58,130.0,130.0,10.0,405.0,1.0,10.5,289.0,0.125,1.28,20.4,,0.25,0.027,0.05,0.15,0.2,0.038,28.3,0.005
25232,Plant-based sausage with wheat or seitan,Plant-based sausage with wheat or seitan,,4,"meat, egg and fish",403,delicatessen meat and similar,40309,delicatessen alternatives for vegetarian,ciqual_2020.csv,1050.0,250.0,1020.0,243.0,47.7,27.1,29.1,7.53,10.5,1.74,0.59,0.05,0.48,0.05,0.67,0.05,1.8,4.6,0.0,2.44,0.0,0.12,2.79,6.45,0.82,0.005,0.005,0.22,0.12,1.0,0.44,0.65,0.24,6.32,0.78,0.04,0.005,0.005,0.005,,1.82,37.0,1100.0,0.27,1.7,10.0,32.0,0.75,110.0,200.0,10.0,728.0,1.8,,132.0,0.125,5.92,2.29,,0.25,0.11,0.16,0.49,0.46,0.078,40.6,
6260,"Burger, beef based, 15% fat, raw, prepacked","Burger, beef based, 15% fat, raw, prepacked",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,,,,,62.5,15.8,15.8,2.48,13.6,0.57,0.15,,0.13,,0.15,0.29,1.91,1.55,,1.6,0.0,0.0,4.45,6.68,0.3,,,,,,,,,,0.23,0.052,,,,,0.87,,,,2.5,,,,,,,313.0,,,,,,,,,,,,,,,
25089,"Veal escalope cordon bleu (topped with a ham slice and Gruyere sauce), prepacked","Veal escalope cordon bleu (topped with a ham slice and Gruyere sauce), prepacked",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,944.0,226.0,944.0,226.0,54.1,14.0,14.0,14.6,12.2,2.2,0.067,,0.45,0.4,0.73,0.067,11.9,0.78,0.0,2.64,0.0,0.0,3.2,4.23,3.22,0.05,0.04,0.03,0.059,0.08,0.25,2.17,0.52,4.08,2.93,0.12,0.033,,,37.5,1.73,60.6,,0.071,0.68,8.0,37.6,0.18,172.0,336.0,5.0,683.0,1.16,25.0,7.0,0.25,2.4,,,0.0,0.13,0.12,4.8,0.6,0.28,8.0,0.58
25163,"Beef, meat balls, cooked","Beef, meat balls, cooked",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,906.0,217.0,906.0,217.0,62.0,18.5,18.5,5.65,13.3,2.0,0.1,,0.1,,0.1,0.1,1.1,0.63,0.0,2.01,0.0,0.0,4.88,4.95,0.43,,,,,0.011,0.28,2.62,1.96,4.31,0.24,0.043,,,,37.0,1.13,29.0,,0.083,2.2,9.01,26.9,0.15,172.0,326.0,5.66,452.0,2.88,19.3,160.0,0.2,0.38,,,6.94,0.072,0.1,2.8,0.48,0.23,25.8,1.23
25173,"Veal, bread escalope, cooked","Veal, bread escalope, cooked",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,1130.0,271.0,1130.0,271.0,47.8,22.9,22.9,12.6,14.1,0.49,,,,,,,12.1,0.94,0.0,1.59,0.0,0.0,2.42,7.04,3.87,,,,,,,,,,,,,,,72.4,0.98,28.7,,0.07,1.11,7.97,24.3,0.12,183.0,328.0,6.95,394.0,2.26,12.9,0.88,0.13,3.32,,,0.0063,0.12,0.23,5.89,0.53,0.28,15.3,0.72
25186,"Meat balls, pork and beef, (Swedish-style), prepacked","Meat balls, pork and beef, (Swedish-style), prepacked",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,1080.0,260.0,1080.0,260.0,55.6,14.4,14.4,7.78,18.6,0.8,0.2,,0.3,0.1,0.3,0.1,6.9,0.8,0.0,2.15,0.0,0.63,6.99,8.53,2.06,0.005,0.005,0.005,0.01,0.02,0.34,4.11,2.33,7.36,1.66,0.28,0.03,0.005,0.005,55.3,1.51,12.0,953.0,0.06,1.2,10.0,16.0,0.18,130.0,250.0,10.0,603.0,2.1,10.5,6.95,0.125,0.33,3.65,,,0.026,0.005,3.65,0.46,0.15,19.2,1.25
25194,"Meat balls, beef and lamb (kefta type), prepacked, raw","Meat balls, beef and lamb (kefta type), prepacked, raw",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,1030.0,247.0,1030.0,247.0,55.5,15.7,15.7,9.46,15.7,1.2,0.2,,0.3,0.1,0.3,0.4,6.3,0.8,0.0,1.76,0.0,1.1,5.81,7.47,1.29,0.005,0.005,0.005,0.005,0.02,0.36,3.15,2.07,6.55,0.92,0.34,0.02,0.005,0.005,56.2,1.03,24.0,641.0,0.1,2.4,10.0,26.0,0.33,150.0,330.0,10.0,413.0,3.1,10.5,72.6,0.125,1.04,13.5,,,0.0075,0.005,3.12,0.43,0.13,56.6,1.75
25504,Poultry on skewer,Poultry on skewer,,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,811.0,195.0,811.0,195.0,64.2,18.6,18.6,0.8,13.0,0.0,,,,,,,0.01,0.0,0.0,1.6,0.0,0.0,2.0,3.24,7.09,,,,,,,,,,,,,,,56.9,0.29,14.0,,0.042,1.0,3.74,22.2,0.023,151.0,239.0,9.76,114.0,0.85,2.05,76.5,0.06,0.64,,,9.46,0.054,0.13,5.12,0.71,0.33,9.43,0.56
25505,Beef on skewer,Beef on skewer,,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,793.0,191.0,793.0,191.0,62.6,17.1,17.1,1.02,12.9,0.0,,,,,,,0.01,1.0,0.0,1.35,0.0,0.0,3.12,3.32,5.38,,,,,,,,,,,,,,,42.8,0.13,7.8,,0.062,1.8,4.49,21.0,0.021,172.0,307.0,7.02,50.0,1.17,0.0,76.5,0.0,0.66,,,9.46,0.062,0.21,3.02,0.28,0.32,14.2,1.39
25506,Mixed meat on skewer,Mixed meat on skewer,,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,866.0,208.0,866.0,208.0,63.4,19.7,19.7,1.02,13.8,1.01,,,,,,,0.0099,0.33,0.0,1.48,0.0,0.0,2.51,3.66,6.82,,,,,,,,,,,,,,,49.6,0.61,10.9,,0.052,1.4,4.32,21.4,0.022,162.0,273.0,8.36,247.0,1.01,1.03,76.5,0.03,0.65,,,9.46,0.058,0.17,4.09,0.49,0.32,11.5,0.98
25512,Poultry nuggets,Poultry nuggets,,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,1000.0,239.0,1000.0,239.0,51.5,13.1,13.1,16.2,13.2,1.07,0.15,,0.15,,1.03,0.15,15.1,1.7,0.0,2.12,0.0,0.0,2.42,6.35,3.88,,,,0.025,0.0093,0.028,1.22,0.54,4.51,3.48,0.15,0.013,,,52.1,1.2,16.4,,0.056,0.6,13.6,24.0,0.15,225.0,215.0,5.88,676.0,0.66,7.5,,0.25,2.59,,,0.0,0.11,0.086,5.65,0.72,0.27,19.3,0.21
25541,Lamb on skewer,Lamb on skewer,,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,467.0,112.0,467.0,112.0,72.8,12.6,12.6,2.54,5.1,1.57,,,,,,,0.9,2.6,0.0,1.02,0.0,0.0,1.41,2.85,0.42,,,,,,,,,,,,,,,39.6,0.48,15.8,,0.061,1.34,2.59,19.5,0.042,109.0,240.0,1.37,190.0,0.87,0.0,135.0,0.0,0.5,,,11.7,0.079,0.15,3.71,0.43,0.18,8.61,0.93
25566,"Pork on skewer, raw","Pork on skewer, raw",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,549.0,131.0,549.0,131.0,,15.6,15.6,2.1,6.5,1.1,,,,,,,,1.0,0.0,0.81,0.0,0.0,2.4,,,,,,,,,,,,,,,,,,0.81,,,,,,,,,,,324.0,,,,,,,,,,,,,,,
36027,"Chicken, nugget, breaded croquette","Chicken, nugget, breaded croquette",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,1050.0,250.0,1050.0,250.0,48.6,15.6,15.6,19.4,11.6,1.3,0.1,0.1,0.7,0.1,0.6,0.1,16.6,2.4,0.25,2.06,0.0,0.41,2.68,8.05,0.25,0.005,0.005,0.04,0.005,0.02,0.05,1.82,0.64,7.44,0.02,0.21,0.01,0.005,0.005,1.0,1.37,25.0,792.0,0.07,1.0,60.0,25.0,0.23,190.0,270.0,10.0,547.0,0.67,26.5,16.4,0.125,2.41,0.99,,0.25,0.083,0.025,7.15,0.77,0.098,10.9,0.23
36035,"Chicken, marinated wing, roasted/baked","Chicken, marinated wing, roasted/baked",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,890.0,213.0,890.0,213.0,60.2,22.4,22.4,2.1,12.6,0.6,,,,,,,1.5,0.9,0.0,2.1,0.0,0.0,3.16,4.56,2.04,0.0,0.0,0.0,0.0,0.033,0.072,2.43,0.59,3.75,,0.17,0.052,0.0047,,108.0,1.69,34.1,985.0,0.5,1.1,41.0,18.4,0.5,168.0,,5.7,674.0,1.5,1.0,62.0,0.4,0.7,,,1.4,0.025,0.025,6.3,0.77,0.15,2.5,1.8
36036,"Turkey, breaded escalope","Turkey, breaded escalope",,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,1410.0,339.0,1410.0,339.0,41.8,7.25,7.25,21.7,24.0,1.9,0.1,,0.9,0.1,1.0,0.2,14.7,3.4,0.0,1.8,0.0,0.0,5.28,12.3,5.04,0.0055,0.0055,0.023,0.023,0.0055,0.068,3.97,1.04,10.9,4.79,0.2,0.023,0.0055,0.0055,49.3,1.26,22.0,786.0,0.05,1.6,10.0,26.0,0.33,160.0,230.0,25.0,504.0,0.8,40.2,,0.25,4.55,0.4,,,0.11,0.02,3.71,0.71,0.14,9.85,0.45
36318,Milanese-style turkey escalope or breaded veal escalope,Milanese-style turkey escalope or breaded veal escalope,,4,"meat, egg and fish",404,other meat products,0,-,ciqual_2020.csv,882.0,211.0,882.0,211.0,,14.1,14.1,13.5,10.9,1.07,,,,,,,,1.3,0.0,1.03,0.0,0.0,1.53,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,356.0,,,,,,,,,,,,,,,
25996,"Salmon, cooked (average)","Salmon, cooked (average)",,4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,854.0,205.0,854.0,205.0,62.6,23.0,23.0,0.0,12.5,0.0,,,,,,,0.0,0.0,0.0,1.21,0.0,0.0,2.5,4.59,4.15,,,,,,0.52,1.36,0.31,,,,,0.68,1.38,57.3,0.13,11.5,,0.045,0.35,,28.6,0.023,243.0,383.0,,53.3,0.42,,,,,,,2.79,0.27,0.099,7.6,1.42,0.46,19.9,2.78
25997,"Cod, cooked (average)","Cod, cooked (average)",,4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,420.0,98.9,420.0,98.9,75.0,23.1,23.1,0.0,0.73,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.14,0.09,0.25,0.0,0.0,0.0,0.0,0.0,0.0055,0.11,0.026,0.077,0.0085,0.0014,0.011,0.065,0.15,52.1,0.2,15.2,368.0,0.018,0.22,122.0,26.2,0.013,193.0,321.0,24.9,80.8,0.5,5.73,0.0,0.75,0.62,0.062,,0.62,0.046,0.055,2.08,0.22,0.22,11.1,1.7
25998,"Atlantic herring, smoked, fillet","Atlantic herring, smoked, fillet","Clupea harengus (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,676.0,162.0,676.0,162.0,67.7,18.1,18.1,0.0,9.9,0.0,0.15,,0.15,,0.15,0.15,0.0,0.25,0.0,4.57,0.0,0.0,2.24,5.51,1.59,0.005,0.005,0.005,0.005,0.02,0.86,1.14,0.11,0.78,0.11,0.07,0.02,0.49,0.56,54.9,3.78,62.0,2310.0,0.08,0.7,10.0,39.0,0.03,250.0,380.0,30.0,1510.0,0.51,10.5,,17.7,1.72,0.4,,0.25,0.0075,0.2,4.53,1.22,0.28,10.8,13.4
26003,"European plaice, steamed","European plaice, steamed","Pleuronectes platessa (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,393.0,93.0,393.0,93.0,78.0,19.0,19.0,0.0,1.89,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.22,0.44,0.66,,,,,,,,,,,,,0.072,0.38,,,,,0.05,,30.0,,0.04,,,30.4,,0.68,,0.0,,,,,,,,,,,,
26008,"Haddock, steamed","Haddock, steamed","Melanogrammus aeglefinus (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,377.0,89.0,377.0,89.0,78.3,20.9,20.9,0.0,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.1,0.1,0.21,,,,,,,,,,,,,0.049,0.092,38.0,0.18,26.0,,0.02,0.1,260.0,24.0,0.01,200.0,370.0,34.3,73.0,0.5,0.0,,0.0,0.41,,,0.0,0.04,0.11,4.1,0.25,0.41,9.0,2.0
26012,"Atlantic herring, fried","Atlantic herring, fried","Clupea harengus (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,840.0,201.0,840.0,201.0,,23.0,23.0,0.0,12.1,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,3.51,5.83,2.25,,,,,,,,,,,,,1.05,1.2,57.0,,,,0.14,,38.0,,0.02,,,31.3,,0.75,,0.0,,,,,,,,,,,,
26013,"Atlantic herring, smoked, plain","Atlantic herring, smoked, plain","Clupea harengus (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,721.0,173.0,721.0,173.0,68.3,16.5,16.5,0.5,11.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43,0.0,0.0,2.76,1.6,5.13,0.00205,0.00205,0.00205,0.00205,0.014,0.73,1.34,0.13,1.05,0.15,0.12,0.039,2.98,1.11,49.9,3.98,62.4,2910.0,0.05,1.0,40.0,34.8,0.05,155.0,226.0,28.0,1590.0,0.6,12.0,0.0,22.0,1.35,0.0,,0.0,0.02,0.23,3.45,0.55,0.37,10.0,11.8
26014,"Atlantic herring, grilled/pan-fried","Atlantic herring, grilled/pan-fried","Clupea harengus (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,788.0,189.0,788.0,189.0,64.2,21.6,21.6,0.0,11.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.0,2.48,5.25,2.28,0.0,0.0,0.0,0.0,0.014,0.72,1.58,0.16,,,,,1.05,1.23,54.3,0.34,76.5,220.0,0.15,1.51,47.7,41.5,0.045,307.0,425.0,46.0,138.0,1.24,35.0,0.0,10.8,1.37,0.1,,0.7,0.11,0.28,4.06,0.76,0.35,11.0,14.1
26015,"Saithe, cooked","Saithe, cooked","Pollachius virens (Linnaeus, 1758)",4,"meat, egg and fish",405,"fish, cooked",0,-,ciqual_2020.csv,423.0,99.7,423.0,99.7,75.5,23.1,23.1,0.0,0.81,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.01,0.0,0.0,0.29,0.042,0.23,0.0055,0.0055,0.0055,0.0055,0.0055,0.018,0.21,0.038,0.042,0.0075,0.0055,0.0057,0.044,0.18,105.0,0.25,37.5,0.2,0.064,0.4,12.0,36.0,0.011,152.0,224.0,23.8,102.0,0.63,8.0,15.0,0.25,1.7,,,0.5,0.058,0.08,0.8,0.14,0.081,15.2,2.1
