food_code,food_name,primarysource,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,source_file
ASC262,Potato salad (Aloo ka salaad),asc_manual,89.91,11.19,1.4,4.4,3.94,1.32,572.78,1642.09,1890.56,0.0,25.61,38.47,21.31,125.01,347.45,0.99,0.08,1.17,0.01,0.17,0.01,0.3,0.0,1.16,0.26,0.0,20.38,0.0,22.34,0.05,0.03,0.61,0.24,0.09,1.56,22.34,24.91,1542.14,bowl,ASC262.json
ASC263,Waldroff salad,asc_manual,141.75,11.02,1.47,10.05,8.23,1.87,2201.58,3984.38,3304.8,9.87,29.29,37.1,19.23,13.42,192.86,1.07,0.12,1.19,0.01,0.25,0.36,0.3,29.03,1.67,2.7,0.0,14.23,0.0,16.48,0.05,0.04,0.27,0.14,0.09,1.07,16.48,8.69,953.58,bowl,ASC263.json
ASC264,Coleslaw,asc_manual,76.71,5.59,1.24,5.32,3.62,2.34,1160.77,2611.75,1217.26,6.42,37.0,32.26,13.13,29.87,207.7,0.63,0.05,0.36,0.0,0.16,0.56,0.22,22.92,1.22,0.74,0.0,28.9,0.0,27.53,0.04,0.04,0.25,0.2,0.1,1.11,27.53,15.07,3281.21,bowl,ASC264.json
ASC265,Fruit salad (Phalon ka salaad),asc_manual,78.14,15.96,0.91,1.22,9.78,1.58,684.54,271.85,165.14,2.71,25.93,23.11,17.56,7.11,178.27,0.81,0.07,1.19,0.01,0.27,0.28,0.18,14.36,0.12,1.11,0.0,19.71,0.0,14.93,0.04,0.04,0.19,0.14,0.11,1.41,14.93,17.25,1660.97,bowl,ASC265.json
ASC266,Mayonnaise,asc_manual,774.86,1.65,1.86,84.52,1.44,0.11,10737.12,17899.45,52047.93,117.12,15.36,61.35,3.69,272.89,23.47,0.51,0.03,5.69,0.0,0.04,0.01,0.21,58.67,40.51,0.09,0.35,5.72,4.91,12.26,0.01,0.02,0.08,0.3,0.03,7.11,12.26,0.0,33.78,,ASC266.json
ASC267,Low calorie quick mayonnaise,asc_manual,242.89,4.71,1.41,24.35,0.83,0.06,3103.61,5178.19,14944.2,35.67,6.47,19.64,2.55,165.94,19.66,0.25,0.01,3.99,0.0,0.02,0.01,0.16,19.3,11.66,0.05,0.08,1.81,1.42,4.93,0.01,0.02,0.01,0.14,0.02,1.78,4.93,0.0,17.48,,ASC267.json
ASC268,Thousand island dressing,asc_manual,407.87,4.49,1.37,42.87,3.1,0.46,3549.1,25798.3,11337.33,34.0,9.11,17.12,6.67,946.1,97.94,0.45,0.02,0.26,0.0,0.06,0.0,0.17,49.11,12.72,0.11,0.0,2.16,0.0,13.54,0.03,0.07,0.37,0.18,0.11,1.24,13.54,11.83,462.04,,ASC268.json
ASC269,Tomato onion raita (Tamatar aur pyaaz ka raita),asc_manual,59.0,7.08,3.74,1.84,5.98,0.97,1103.28,475.87,125.38,6.19,120.62,106.97,18.22,165.21,237.73,0.26,0.04,1.2,0.0,0.08,0.01,0.5,15.76,0.09,2.85,0.0,6.85,0.0,19.57,0.05,0.16,0.32,0.38,0.1,2.23,19.57,8.47,1379.49,bowl,ASC269.json
ASC270,Peanut raita (Mungfali ka raita),asc_manual,150.39,9.3,8.59,8.98,7.11,1.89,2892.84,3657.71,2000.9,8.97,174.6,204.42,49.52,235.83,351.78,0.74,0.16,2.19,0.0,0.28,0.1,1.11,22.83,0.75,1.22,0.0,1.18,0.0,29.9,0.14,0.24,2.06,0.58,0.13,2.39,29.9,2.11,86.34,bowl,ASC270.json
ASC271,Sprouted moong raita ,asc_manual,60.89,6.13,4.62,2.19,5.59,0.16,1290.27,569.54,155.7,7.21,139.44,125.15,18.57,189.2,208.77,0.86,0.01,1.32,0.0,0.05,0.01,0.57,18.34,0.04,0.05,0.0,0.62,0.0,17.68,0.07,0.2,0.26,0.41,0.1,1.71,17.68,2.35,73.59,bowl,ASC271.json
ASC272,Bottle gourd raita (Ghiya/Lauki ka raita),asc_manual,56.31,5.76,3.98,2.07,5.25,0.85,1271.09,537.94,111.47,7.21,138.26,118.27,17.56,188.37,234.32,0.23,0.02,1.9,0.0,0.06,0.01,0.52,18.34,0.04,0.3,0.0,1.31,0.0,25.87,0.05,0.18,0.21,0.52,0.08,2.55,25.87,3.12,89.68,bowl,ASC272.json
ASC273,Cucumber raita (Kheere ka raita),asc_manual,59.13,6.35,4.04,2.08,5.22,0.86,1278.53,540.25,112.44,7.21,138.58,122.31,20.66,189.96,253.64,0.29,0.02,1.37,0.0,0.04,0.01,0.53,18.34,0.04,0.47,0.0,3.31,0.0,17.63,0.05,0.18,0.28,0.48,0.09,2.64,17.63,3.7,114.53,bowl,ASC273.json
ASC274,Carrot and spinach raita (Gajar aur palak ka raita),asc_manual,56.83,5.83,4.0,1.99,4.93,1.39,1144.41,476.26,197.95,6.19,142.57,112.35,38.85,180.79,380.75,1.04,0.06,1.75,0.01,0.36,0.02,0.57,15.76,0.43,0.31,0.0,94.58,0.0,53.76,0.09,0.19,0.27,0.39,0.12,2.85,53.76,10.86,4058.14,bowl,ASC274.json
ASC275,Mint raita (Pudinay ka raita),asc_manual,77.59,7.65,5.64,2.96,7.48,0.34,1836.58,783.2,138.29,10.51,198.22,166.11,22.5,274.38,292.83,0.37,0.01,2.13,0.0,0.04,0.04,0.71,26.75,0.06,0.14,0.0,4.04,0.0,19.7,0.06,0.27,0.25,0.49,0.11,2.54,19.7,2.81,442.55,bowl,ASC275.json
ASC276,Potato raita (Aloo ka raita),asc_manual,75.38,10.24,4.22,2.04,5.08,0.75,1232.83,524.58,132.34,6.98,132.31,124.59,21.94,183.37,376.28,0.34,0.04,1.54,0.0,0.06,0.01,0.56,17.76,0.06,0.12,0.0,1.34,0.0,17.14,0.06,0.18,0.52,0.45,0.11,2.13,17.14,9.72,129.23,bowl,ASC276.json
ASC277,Boondi raita,asc_manual,687.72,3.96,2.19,73.83,1.88,0.46,9220.1,15189.89,46338.53,2.51,49.0,47.88,7.4,99.18,79.71,0.24,0.02,0.61,0.0,0.07,0.0,0.23,6.39,36.03,0.01,0.0,5.21,0.0,11.5,0.03,0.07,0.14,0.16,0.04,0.91,11.5,0.24,33.47,bowl,ASC277.json
ASC278,Sweet raita (Meetha raita),asc_manual,99.24,17.93,3.24,1.78,15.36,1.02,1052.08,427.02,146.15,5.73,108.91,94.58,16.72,42.98,233.29,0.21,0.03,1.16,0.0,0.07,0.44,0.42,14.58,0.08,0.41,0.0,1.29,0.0,12.97,0.04,0.15,0.24,0.34,0.14,1.68,12.97,2.71,111.2,bowl,ASC278.json
ASC279,Dahi vadas/Dahi bhalla,asc_manual,667.73,5.49,2.96,70.4,1.78,0.97,8800.36,14475.98,44186.95,2.39,49.03,65.23,17.84,79.0,152.37,0.49,0.06,2.18,0.0,0.14,0.01,0.38,6.1,34.32,0.66,0.0,6.15,0.0,10.63,0.03,0.07,0.19,0.33,0.04,0.65,10.63,0.33,80.6,vada,ASC279.json
ASC280,Gunjia,asc_manual,667.34,5.68,2.98,70.28,2.05,1.13,9274.23,14321.06,43565.33,2.36,48.16,65.47,17.83,77.9,154.16,0.5,0.06,2.15,0.0,0.13,0.01,0.38,6.01,33.88,0.62,0.0,5.6,0.0,10.91,0.03,0.07,0.19,0.32,0.04,0.63,10.91,0.29,42.55,gunjia,ASC280.json
ASC281,Saunth/Sonth chutney with tamarind/imli,asc_manual,141.53,33.55,1.01,0.15,31.31,0.93,32.1,43.79,46.68,0.0,54.74,38.95,46.27,244.38,267.27,2.71,0.1,0.3,0.01,0.29,0.05,0.23,0.0,0.03,3.79,0.0,0.95,0.0,5.61,0.06,0.02,0.27,0.09,0.22,0.26,5.61,0.54,83.59,teaspoon,ASC281.json
ASC282,Rice kheer (Chawal ki kheer),asc_manual,75.03,10.05,2.3,2.97,8.02,0.17,1704.0,866.18,129.29,0.0,75.57,65.41,7.33,16.24,83.08,0.17,0.04,0.65,0.0,0.08,0.03,0.25,0.0,0.21,0.07,0.0,0.08,0.0,4.87,0.02,0.07,0.13,0.23,0.03,1.26,4.87,1.26,127.08,bowl,ASC282.json
ASC283,Makhana kheer,asc_manual,107.85,12.88,3.31,5.0,11.54,0.11,2878.3,1437.95,232.53,1.77,111.64,100.56,13.39,23.4,139.35,0.28,0.05,0.9,0.0,0.13,0.02,0.34,6.63,0.34,0.09,0.0,0.05,0.0,8.55,0.04,0.1,0.12,0.33,0.05,1.8,8.55,1.82,195.0,bowl,ASC283.json
ASC285,Vermicelli kheer (Semiya/Seviyan ki kheer),asc_manual,120.07,15.87,3.35,5.0,12.79,0.5,2855.31,1450.34,229.31,2.12,104.8,90.34,10.67,22.52,116.57,0.3,0.05,1.46,0.0,0.06,0.03,0.35,7.93,0.36,0.16,0.0,0.09,0.0,7.01,0.03,0.1,0.12,0.32,0.04,1.78,7.01,1.74,190.27,bowl,ASC285.json
ASC286,Semolina kheer (Suji/Rava kheer),asc_manual,113.21,15.88,3.43,4.2,12.88,0.51,2374.73,1241.54,198.45,0.0,105.99,91.64,10.71,22.66,122.23,0.34,0.06,1.33,0.0,0.11,0.03,0.4,0.0,0.32,0.37,0.0,0.1,0.0,7.61,0.04,0.1,0.14,0.33,0.04,1.75,7.61,1.76,186.81,bowl,ASC286.json
ASC287,Paneer kheer,asc_manual,105.31,10.03,4.53,5.37,9.87,0.07,3119.73,1567.27,208.53,0.0,144.66,114.02,10.91,23.81,112.75,0.26,0.05,2.84,0.01,0.03,0.02,0.54,0.0,0.29,0.03,0.0,0.04,0.0,14.45,0.03,0.1,0.1,0.34,0.04,3.54,14.45,1.75,190.5,bowl,ASC287.json
ASC288,Cabbage kheer (Pattagobhi ki kheer),asc_manual,83.51,9.73,2.87,3.8,9.28,0.51,2154.55,1126.5,181.33,0.0,102.74,83.04,10.99,22.67,136.05,0.24,0.04,0.94,0.0,0.05,0.02,0.31,0.0,0.29,0.05,0.0,17.81,0.0,13.17,0.03,0.1,0.12,0.31,0.05,1.79,13.17,6.82,201.26,bowl,ASC288.json
ASC289,Carrot kheer (Gajar ki kheer),asc_manual,85.35,10.09,2.81,3.85,9.63,0.73,2161.02,1125.08,208.77,0.0,100.12,85.07,10.8,28.54,142.34,0.28,0.05,0.81,0.0,0.06,0.02,0.32,0.0,0.32,0.23,0.0,2.93,0.0,9.66,0.03,0.09,0.12,0.32,0.05,1.81,9.66,2.57,1632.53,bowl,ASC289.json
ASC290,Cauliflower kheer (Phoolgobhi ki kheer),asc_manual,81.95,8.78,3.04,3.95,8.49,0.55,2254.54,1140.19,190.58,0.0,101.75,87.52,11.22,25.19,145.2,0.3,0.04,0.86,0.0,0.05,0.02,0.33,0.0,0.28,0.19,0.0,1.92,0.0,12.11,0.03,0.1,0.12,0.36,0.05,1.96,12.11,7.86,171.81,bowl,ASC290.json
ASC291,Moong dal kheer,asc_manual,77.16,9.89,2.95,2.97,7.92,0.4,1690.49,855.02,141.55,0.0,75.66,76.45,11.91,16.34,123.56,0.28,0.06,2.46,0.0,0.05,0.05,0.31,0.0,0.22,0.09,0.0,0.34,0.0,7.97,0.03,0.07,0.13,0.27,0.03,1.25,7.97,1.25,146.93,bowl,ASC291.json
ASC292,Phirni,asc_manual,116.12,16.11,3.49,4.34,10.79,0.36,2375.52,1344.98,234.85,0.0,104.57,96.3,11.53,22.47,114.51,0.23,0.06,0.93,0.0,0.08,0.03,0.39,0.0,0.39,0.01,0.0,0.17,0.0,7.01,0.04,0.1,0.27,0.34,0.05,1.75,7.01,1.74,175.6,bowl,ASC292.json
ASC293,Semolina halwa (Suji ka halwa),asc_manual,225.65,24.67,2.16,13.38,13.98,1.86,7412.72,3906.35,857.21,30.82,11.77,27.64,13.08,1.28,70.46,0.65,0.11,1.83,0.0,0.48,0.05,0.42,115.52,1.21,1.46,0.0,0.37,0.0,4.99,0.05,0.01,0.25,0.13,0.02,0.13,4.99,0.03,279.71,bowl,ASC293.json
ASC294,Shahi suji halwa,asc_manual,382.34,44.44,3.48,21.73,27.21,2.96,12035.97,6342.52,1389.81,50.05,18.64,43.89,20.88,2.18,99.83,0.98,0.18,2.94,0.0,0.77,0.07,0.69,187.59,1.96,2.35,0.0,0.58,0.0,7.58,0.08,0.02,0.4,0.21,0.03,0.21,7.58,0.02,451.42,bowl,ASC294.json
ASC295,Carrot halwa (Gajar ka halwa),asc_manual,172.64,18.53,3.11,9.73,16.85,2.65,5410.09,2812.91,694.99,14.66,106.94,98.65,22.98,39.96,249.93,0.76,0.1,5.73,0.02,0.24,0.03,0.54,54.94,0.72,0.93,0.0,11.04,0.0,26.7,0.05,0.04,0.22,0.26,0.08,3.56,26.7,3.89,5740.77,bowl,ASC295.json
ASC296,Egg halwa (Ande ka halwa),asc_manual,299.74,39.59,7.85,13.41,37.85,0.49,5538.16,3406.17,883.44,204.93,35.77,96.9,7.93,83.04,119.03,1.45,0.06,21.01,0.0,0.21,0.01,0.69,159.92,1.14,0.23,0.44,0.04,7.57,25.57,0.03,0.1,0.06,0.76,0.08,9.48,25.57,0.0,187.68,bowl,ASC296.json
ASC297,Potato halwa (Aloo ka halwa),asc_manual,151.66,29.18,1.53,3.48,17.42,1.64,1576.78,1203.12,406.25,6.23,14.15,41.83,25.15,4.23,451.73,0.63,0.11,0.7,0.0,0.27,0.04,0.3,23.34,0.56,0.33,0.0,1.83,0.0,13.11,0.05,0.01,0.88,0.31,0.08,1.12,13.11,18.34,214.71,bowl,ASC297.json
ASC298,Pumpkin halwa (Kaddu ka halwa),asc_manual,190.27,27.6,1.33,8.81,26.64,2.97,5136.91,1800.28,469.31,9.52,24.34,35.1,19.35,8.09,235.46,0.63,0.15,1.97,0.0,0.31,0.06,0.25,35.68,1.37,1.08,0.0,54.33,0.0,17.99,0.03,0.03,0.37,0.14,0.06,1.17,17.99,5.21,1021.15,bowl,ASC298.json
ASC299,Moong dal halwa,asc_manual,349.8,40.23,8.35,17.68,25.59,2.65,10384.38,4714.05,972.72,34.81,110.4,172.44,46.78,11.19,386.87,1.51,0.28,18.24,0.02,0.44,0.14,1.05,130.49,1.04,1.02,0.0,1.91,0.0,36.19,0.11,0.05,0.54,0.45,0.06,3.42,36.19,0.03,442.28,bowl,ASC299.json
ASC300,Caramel custard (steamed),asc_manual,121.58,15.02,4.97,4.87,14.98,0.0,2387.76,1535.17,337.52,78.88,88.12,102.44,8.22,43.57,105.29,0.51,0.05,9.33,0.0,0.01,0.0,0.49,42.67,0.47,0.0,0.18,0.0,3.15,15.17,0.03,0.11,0.08,0.54,0.06,5.21,15.17,1.3,158.41,bowl,ASC300.json
ASC301,Baked custard,asc_manual,106.53,9.45,5.41,5.3,9.42,0.0,2600.75,1672.11,367.62,85.92,95.32,111.51,8.82,47.13,114.36,0.54,0.04,10.16,0.0,0.01,0.0,0.53,46.48,0.51,0.0,0.2,0.0,3.43,16.53,0.04,0.12,0.08,0.58,0.07,5.68,16.53,1.42,172.54,bowl,ASC301.json
ASC302,Soft Custard (stirred),asc_manual,109.18,11.19,5.01,5.07,11.15,0.0,2545.77,1573.47,330.44,73.35,95.82,106.83,8.73,122.17,111.75,0.49,0.04,8.79,0.0,0.01,0.0,0.49,39.68,0.46,0.0,0.17,0.0,2.93,14.96,0.03,0.12,0.08,0.54,0.06,5.08,14.96,1.45,171.34,bowl,ASC302.json
ASC304,Chocolate ice cream,asc_manual,177.7,15.41,4.47,11.25,15.33,0.0,6645.93,3241.97,486.99,68.26,84.24,97.52,13.63,36.79,118.05,0.47,0.08,6.08,0.0,0.05,0.0,0.49,125.74,0.54,0.0,0.11,0.15,1.97,11.79,0.03,0.14,0.11,0.45,0.05,4.35,11.79,1.1,151.62,ice-cream cup,ASC304.json
ASC305,Mango ice cream,asc_manual,125.69,11.14,3.4,7.62,11.01,0.52,4443.61,2141.03,373.04,55.21,67.17,71.52,9.6,29.13,115.29,0.39,0.05,5.22,0.01,0.07,0.0,0.35,101.48,0.43,1.02,0.09,1.31,1.6,31.2,0.03,0.11,0.13,0.37,0.07,3.75,31.2,9.86,506.3,ice-cream cup,ASC305.json
ASC307,Fruit Ice cream (Phalon ka Ice cream),asc_manual,171.46,16.05,4.37,10.38,14.03,0.33,5380.76,2147.27,263.88,17.12,93.35,70.28,6.73,38.78,119.98,0.36,0.03,0.67,0.0,0.01,0.0,0.26,90.58,0.25,0.0,0.0,0.0,0.0,4.85,0.02,0.11,0.07,0.25,0.03,1.8,4.85,1.25,145.99,ice-cream cup,ASC307.json
ASC308,Caramel ice cream,asc_manual,173.52,14.81,4.31,11.15,14.52,0.08,6418.38,3295.95,548.2,54.79,87.32,91.34,11.98,33.47,105.17,0.35,0.06,4.41,0.0,0.04,0.01,0.43,125.11,0.52,0.05,0.08,0.25,1.35,9.56,0.04,0.12,0.1,0.39,0.04,3.41,9.56,1.2,168.25,ice-cream cup,ASC308.json
ASC309,Lemon souffle,asc_manual,168.51,13.43,6.95,10.02,11.67,0.0,5765.42,2873.65,523.64,100.42,59.81,75.16,7.4,50.73,88.44,0.56,0.02,9.28,0.0,0.01,0.0,0.42,164.56,0.52,0.0,0.18,0.0,3.08,13.55,0.03,0.12,0.08,0.45,0.05,5.03,13.55,5.44,100.53,souffle cup,ASC309.json
ASC310,Orange souffle,asc_manual,168.28,14.2,6.8,9.73,12.31,0.22,5592.12,2794.54,502.56,97.54,59.04,73.8,8.23,49.22,101.26,0.65,0.03,8.9,0.0,0.01,0.0,0.4,159.84,0.51,0.06,0.17,0.44,2.99,15.55,0.04,0.12,0.11,0.46,0.05,5.39,15.55,7.85,214.64,souffle cup,ASC310.json
ASC311,Vanilla souffle,asc_manual,187.85,14.78,7.71,11.19,12.86,0.0,6452.94,3215.03,564.02,109.43,70.6,86.96,7.7,56.73,90.16,0.58,0.03,10.02,0.0,0.01,0.0,0.46,179.31,0.58,0.0,0.19,0.0,3.36,14.12,0.03,0.14,0.08,0.5,0.05,5.62,14.12,0.6,122.69,souffle cup,ASC311.json
ASC312,Chocolate souffle,asc_manual,189.32,14.74,7.88,11.36,12.69,0.0,6554.14,3276.66,565.78,108.18,71.55,94.96,14.67,56.07,109.25,0.71,0.08,9.9,0.0,0.01,0.0,0.55,177.27,0.58,0.0,0.19,0.02,3.32,14.48,0.03,0.14,0.1,0.49,0.05,5.55,14.48,0.59,121.84,souffle cup,ASC312.json
ASC313,Pineapple souffle ,asc_manual,196.14,15.52,8.06,11.72,13.45,0.0,6747.05,3371.56,597.04,117.82,67.23,86.45,7.64,59.17,88.17,0.61,0.03,10.72,0.0,0.01,0.0,0.48,193.07,0.61,0.0,0.21,0.0,3.62,14.68,0.03,0.14,0.08,0.51,0.05,5.9,14.68,0.5,117.25,souffle cup,ASC313.json
ASC314,Apple mousse,asc_manual,106.92,12.77,4.21,4.27,10.56,1.6,2169.32,1202.89,422.74,57.67,33.76,43.78,8.41,28.79,109.32,0.48,0.04,6.27,0.0,0.04,0.23,0.28,66.99,0.36,0.9,0.12,2.25,2.0,9.65,0.03,0.06,0.19,0.3,0.05,3.09,9.65,3.97,183.0,bowl,ASC314.json
ASC315,Rich chocolate mousse,asc_manual,188.26,10.84,7.96,12.19,10.3,0.0,7000.33,3583.85,592.99,111.71,54.59,97.37,26.66,51.71,128.77,0.97,0.18,10.32,0.0,0.02,0.0,0.68,167.28,0.63,0.0,0.2,0.22,3.47,15.03,0.03,0.11,0.13,0.45,0.05,5.23,15.03,0.33,105.19,cup,ASC315.json
ASC316,Mango mousse,asc_manual,124.98,9.14,3.21,8.47,8.89,0.88,5302.87,2240.78,332.63,23.66,51.38,40.02,10.48,19.62,113.71,0.35,0.05,1.27,0.01,0.11,0.01,0.2,125.16,0.33,1.69,0.0,3.31,0.0,39.67,0.03,0.1,0.16,0.19,0.07,1.94,39.67,15.32,844.68,cup,ASC316.json
ASC317,Orange and pineapple cream,asc_manual,101.18,11.96,1.44,5.43,11.37,1.03,3429.26,1433.94,200.84,15.43,35.0,29.62,8.47,10.17,114.98,0.41,0.03,0.08,0.01,0.22,0.0,0.12,81.63,0.23,0.15,0.0,1.25,0.0,11.85,0.04,0.07,0.15,0.18,0.05,1.96,11.85,22.32,290.68,bowl,ASC317.json
ASC318,Charlotte rousse,asc_manual,188.29,34.08,3.95,4.78,20.48,1.01,2717.56,1359.16,278.22,47.04,34.95,46.18,9.65,56.45,92.26,0.53,0.04,4.3,0.0,0.34,0.0,0.27,77.08,0.35,0.5,0.08,0.79,1.44,11.35,0.04,0.07,0.1,0.28,0.06,2.71,11.35,9.99,88.65,bowl,ASC318.json
ASC319,Triffle pudding,asc_manual,116.97,18.24,2.93,3.93,13.89,0.12,2200.47,1133.24,217.16,36.95,48.72,59.71,8.37,26.95,99.9,0.47,0.04,3.7,0.0,0.07,0.0,0.31,46.81,0.24,0.29,0.07,0.04,1.25,9.82,0.03,0.07,0.2,0.3,0.05,2.51,9.82,6.61,114.87,bowl,ASC319.json
ASC320,Snow flakes pudding,asc_manual,95.21,8.07,4.67,4.97,8.01,0.03,2595.24,1503.27,292.58,57.55,101.33,105.45,8.74,39.6,115.36,0.42,0.04,7.11,0.0,0.01,0.0,0.46,31.13,0.41,0.07,0.13,0.09,2.3,13.36,0.03,0.12,0.08,0.5,0.06,4.45,13.36,1.72,182.53,bowl,ASC320.json
ASC321,Kulfi,asc_manual,98.43,11.3,3.21,4.7,10.39,0.12,2548.1,1467.59,256.8,0.0,111.86,94.04,10.63,23.97,114.04,0.2,0.04,0.92,0.0,0.03,0.02,0.35,0.0,0.47,0.02,0.0,0.1,0.0,6.92,0.03,0.1,0.11,0.32,0.04,1.87,6.92,1.87,185.96,kulfi,ASC321.json
ASC322,Steamed orange pudding,asc_manual,278.03,41.53,2.34,12.04,26.53,0.58,7542.23,3037.58,479.21,31.86,21.15,83.06,11.23,79.1,108.76,0.55,0.05,0.22,0.0,0.16,0.01,0.23,138.8,0.42,1.25,0.0,1.25,0.05,14.81,0.06,0.03,0.22,0.25,0.04,0.59,14.81,20.23,164.78,large slice,ASC322.json
ASC323,Meringue and rice pudding,asc_manual,112.93,14.6,4.84,4.05,10.87,0.17,2149.55,1205.32,230.63,40.85,85.43,92.81,8.94,44.16,110.88,0.37,0.04,6.81,0.0,0.04,0.01,0.41,22.1,0.32,0.0,0.17,0.07,1.63,11.02,0.04,0.11,0.18,0.52,0.05,3.71,11.02,1.35,151.09,bowl,ASC323.json
ASC324,Cheese pudding,asc_manual,285.01,19.27,11.29,18.37,18.63,0.05,10555.29,5356.95,851.3,99.76,226.11,196.41,19.03,37.83,81.7,0.87,0.1,18.27,0.05,0.08,0.01,1.53,148.35,0.58,0.1,0.17,0.85,3.03,50.13,0.03,0.1,0.1,0.57,0.06,12.81,50.13,0.25,201.65,large slice,ASC324.json
ASC325,Chocolate pudding,asc_manual,211.96,29.59,3.55,9.48,20.68,0.53,5510.77,2432.92,372.4,46.25,64.56,77.36,12.04,171.36,79.22,0.6,0.09,4.53,0.0,0.09,0.0,0.39,98.78,0.35,0.0,0.06,0.66,1.1,10.91,0.05,0.06,0.33,0.19,0.03,1.84,10.91,0.45,109.02,large slice,ASC325.json
ASC326,Bread and butter pudding ,asc_manual,167.94,19.63,5.59,7.88,11.84,0.98,3401.11,2736.33,672.16,55.29,105.54,108.37,19.86,96.3,155.43,0.9,0.1,7.28,0.0,0.18,0.02,0.57,52.72,1.09,0.21,0.11,0.63,1.98,17.38,0.07,0.11,0.43,0.41,0.06,3.65,17.38,1.28,152.5,plate,ASC326.json
ASC327,Queen of pudding,asc_manual,132.92,16.35,5.51,5.38,11.77,0.27,2784.52,1526.61,303.61,60.59,78.26,84.35,9.24,85.59,107.57,0.53,0.05,9.55,0.0,0.05,0.0,0.42,50.24,0.38,0.0,0.24,0.15,2.24,14.32,0.05,0.1,0.21,0.53,0.05,4.17,14.32,2.49,125.6,large slice,ASC327.json
ASC328,Pineapple upside down pudding,asc_manual,257.73,35.73,3.15,11.91,22.16,0.8,7195.99,3110.16,541.77,62.13,26.05,81.36,10.27,74.52,81.05,0.68,0.06,3.82,0.0,0.44,0.0,0.35,143.99,0.46,1.03,0.08,1.39,1.37,11.55,0.05,0.05,0.17,0.3,0.06,1.99,11.55,7.23,150.34,large slice,ASC328.json
ASC329,Date and nut pie,asc_manual,322.42,46.86,3.93,13.31,31.18,4.13,5142.74,2880.34,4381.9,18.85,34.69,77.21,40.61,3.87,291.15,1.54,0.29,1.85,0.01,0.74,0.4,0.75,84.78,0.6,6.32,0.0,9.91,0.0,14.26,0.09,0.04,0.63,0.35,0.13,1.54,14.26,2.83,935.38,bowl,ASC329.json
ASC330,Stewed apple with custard,asc_manual,92.87,18.36,1.27,1.82,15.46,1.01,1011.55,448.46,153.56,0.0,49.24,38.25,6.11,16.66,82.79,0.18,0.04,0.51,0.0,0.05,0.3,0.17,0.0,0.13,0.51,0.0,1.34,0.0,3.6,0.02,0.04,0.12,0.15,0.03,0.82,3.6,1.98,151.63,piece,ASC330.json
ASC331,Apple snowballs,asc_manual,101.51,24.58,0.86,0.31,19.4,1.25,74.18,24.63,135.84,0.0,9.43,6.35,4.93,12.8,70.07,0.18,0.04,1.62,0.0,0.02,0.16,0.06,0.0,0.07,0.7,0.07,1.76,0.0,1.79,0.02,0.02,0.12,0.13,0.02,0.45,1.79,1.72,110.44,piece,ASC331.json
ASC332,Hot orange souffle,asc_manual,179.97,18.77,6.87,8.95,14.93,0.29,4449.16,2758.38,667.97,160.48,53.81,107.81,9.92,58.8,114.96,1.03,0.05,16.83,0.0,0.04,0.01,0.65,128.26,0.77,0.37,0.34,0.72,5.99,25.13,0.05,0.11,0.14,0.75,0.08,8.35,25.13,5.75,230.68,bowl,ASC332.json
ASC333,Hot chocolate souffle,asc_manual,226.09,26.21,6.7,11.1,22.88,0.12,5879.2,3446.79,689.07,138.51,60.19,116.29,17.64,54.11,125.67,1.08,0.12,14.96,0.0,0.1,0.0,0.73,111.78,0.83,0.28,0.3,0.6,5.14,21.55,0.04,0.11,0.14,0.69,0.08,7.4,21.55,0.64,149.6,bowl,ASC333.json
ASC334,Hot vanilla souffle,asc_manual,192.93,21.77,6.87,9.07,18.17,0.13,4571.38,2779.99,649.8,153.55,63.2,113.07,9.22,59.59,105.25,0.93,0.05,16.19,0.0,0.04,0.01,0.66,122.73,0.76,0.32,0.33,0.4,5.73,22.59,0.04,0.12,0.11,0.73,0.08,7.89,22.59,0.71,164.85,bowl,ASC334.json
ASC335,Plain burfi (Burfi),asc_manual,408.32,30.88,9.82,27.96,30.43,0.17,16689.73,7792.14,1336.46,38.12,355.78,284.64,38.12,31.65,325.37,1.5,0.07,25.91,0.07,0.08,0.02,1.43,142.89,1.25,0.09,0.0,0.11,0.0,54.97,0.07,0.07,0.3,0.22,0.04,11.85,54.97,0.12,409.4,burfi,ASC335.json
ASC336,Coconut burfi (Nariyal ki burfi),asc_manual,467.64,32.15,8.81,34.63,31.5,3.5,22149.07,6369.16,1095.02,29.26,272.81,254.63,47.2,27.63,401.32,1.82,0.24,25.37,0.06,0.39,0.01,1.36,109.67,2.03,0.05,0.0,0.63,0.0,46.87,0.06,0.06,0.35,0.19,0.06,9.2,46.87,0.0,344.06,burfi,ASC336.json
